tx_hash,tx_sent_time,tx_mined_time,latency,gas_used,block_num,block_time,num_tx_in_block
0xe90b3dd9a2c33bf83208149eb16010bb6b2d69cf8201ec263ed9ce5395caf5d1,1699975894,1699975898,4,69695,254,5,8
0xa4868fd5688fd5d1e37f34986f4370ba8e1cc9e6e9bb4e479e9d6aac6891f123,1699975896,1699975903,7,103990,255,5,31
0xc4763231d5ff79a69e6b622c71672e09674f248bcb527c7bd283105cac0418df,1699975900,1699975903,3,62803,255,5,31
0x9f005a366e8a9c2d51f473a7dbd57b7a91c4f818f8d1caca9267b6f8df55a2a4,1699975902,1699975908,6,69695,256,5,12
0xa37fee59d656ca4f5ecb7e6f561923787e1bfb0a400bcdd5c99137b3ffda4558,1699975904,1699975908,4,103990,256,5,12
0x3d41710e7a2a466335c3a8eda1b72f966d403f325271d27a0f53bf863311d8ee,1699975908,1699975913,5,62803,257,5,21
0x11b2788777a8fbe8a97f404aaa5f522e29cd263b31bc553560f64c887f9ff581,1699975910,1699975913,3,61393,257,5,21
0xc0ee0bbd24498e80c67a32eb1db747d17db70a6c615f19622ace4b89619488ad,1699975912,1699975918,6,68285,258,5,31
0x4f31372b028b5361a1531f93e37a4e4fd296d53e7ab13fe377e5fbc678dde914,1699975915,1699975918,3,58603,258,5,31
0xd7363a3a20082a4914167cc7e7e288f3c0da01b222657f41bd85313992e72289,1699975917,1699975923,6,101249,259,5,28
0xb84fa2579548cb613f4fded0709e52894b7f26620b9df51cf424b972068a2413,1699975919,1699975923,4,64134,259,5,28
0x4038294134d521124b7938b482c21f9a32ce48def6537f0d3ef8e06f2025fe81,1699975922,1699975928,6,62803,260,5,6
0x3e424931cc813e8cb530840d64b27f337ccb87c155586826a85f1f2af4c9bd98,1699975924,1699975928,4,101249,260,5,6
0x6e00b1f3250c12b7aff4554978877ad9b575c17d36d6d934264235491c39b25f,1699975926,1699975928,2,64085,260,5,6
0xba98999b9a00a0cfea454a058a7939330dbe4a667af87e6d72b79dd970cb016c,1699975930,1699975933,3,62803,261,5,30
0x2fb33f1adf3427cbd84ca777e8f1e688cb8adeefa62a5b675d7f1e3e20166e03,1699975932,1699975938,6,69695,262,5,24
0x95e138e8ca70aed4c4757c00b1317f857c21aa6e860b8f830474fdcc76595611,1699975934,1699975938,4,103990,262,5,24
0x644caa7340746e0e8c9c1e517a966b008ce4ecb66acf2ff0da8cd6062d35de46,1699975938,1699975943,5,62803,263,5,9
0x3ced89b8e4ca63f464bf1bff925bd9ca9a60aded7f3051d1ad4dbfe98e0949d4,1699975940,1699975943,3,69695,263,5,9
0x61dbf169c8d3a5020ee18db5d2586a07d74db49a1af81ec329a4d33b5fe6e33d,1699975942,1699975948,6,103990,264,5,31
0xc8450be84a06328082088d0e913d8a306f51a51d3921e48ae1a9310f5b972b88,1699975946,1699975948,2,62803,264,5,31
